number,title,classification,year,date,latitude,longitude,magnitude,data
21879,Report 21879: Teens have very Close Encounter with Creature,Infected,2005,Jun-15,30.11584,-81.94118,5,
398,Report 398: Woman and friend drive past amazing animal on Georgia backroad,Infected,2005,Jan-31,33.26885,-85.12705,5,
9465,Report 9465: Witness watches tall biped cross her backyard,Infected,2005,Jul-14,34.68319,-83.69085,5,
30004,Report 30004: Backyard nighttime sighting in a village outside Rome,Infected,2005,10-Oct,34.17521,-85.18678,5,
11070,"Report 11070: Fisherman sees bipedal, human-looking animal in river",Infected,2005,05-Sep,44.0925,-112.455,5,
12913,Report 12913: Long-duration daylight sighting (distant) on Moscow Mountain,Infected,2005,07-Jan,46.8102,-116.8368,5,
11831,Report 11831: Snake hunter has daytime sighting near Seneca.,Infected,2005,06-Feb,41.3368,-88.562,5,
12439,Report 12439: Three men have daylight sighting near Seneca,Infected,2005,06-Oct,41.3368,-88.562,5,
28533,Report 28533: Daylight sighting by a motorist near Lake Jacksonville,Infected,2005,Nov-19,39.6548,-90.18651,5,
47649,Report 47649: Truck driver has a daylight sighting west of Ellisville.,Infected,2005,Jul-15,40.625,-90.3832,5,
9245,Report 9245: Family has several sightings at a summer cabin near Winamac.,Infected,2005,Jan-22,41.062,-86.5945,5,
9642,Report 9642: Motorist has daylight sighting of two animals east of Waubee Lake.,Infected,2005,Jan-21,39.3579,-85.61,5,
10153,Report 10153: Motorist has nighttime sighting of animal in soybean field near Flat Rock,Infected,2005,Jan-23,39.365,-85.8486,5,
2033,Report 2033: Photographer has daytime sighting in woods near Lawrence,Infected,2005,Jan-26,38.9142,-95.2577,5,
7709,Report 7709: Close roadside encounter of juvenile biped animal near South Haven,Infected,2005,Jan-27,37.0581,-97.3374,5,
1045,Report 1045: Father and son have a daylight encounter while deer hunting near Lawrenceburg,Infected,2005,01-Sep,37.95708,-84.97527,5,
6210,Report 6210: School bus drivers have two daylight sightings near Vanceburg.,Infected,2005,02-May,38.56277,-83.32354,5,
7023,Report 7023: Deer hunter has early morning sighting near Blaine,Infected,2005,02-Sep,38.02825,-82.83425,5,
8715,Report 8715: Motorist has nighttime sighting of animal along Interstate 75.,Infected,2005,02-Feb,38.528,-84.588,5,
13289,Report 13289: Daytime sighting near Canton on State Route 164,Infected,2005,Jul-15,36.75139,-87.89472,5,
18174,Report 18174: Small gorilla-type animal seen at dusk along the Laurel River near London,Infected,2005,Jul-20,37.0787,-83.95846,5,
28575,Report 28575: Bipedal creature observed on a cliff outside Pikeville,Infected,2005,Apr-15,37.47975,-82.5183,5,
13350,Report 13350: Hunter observes upright hairy creature in the Kisatchie National Forest,Infected,2005,Dec-22,32.0199,-92.914,5,
13049,Report 13049: Daylight sighting by squirrel hunter near Spring Valley,Infected,2005,10-Aug,43.80075,-92.36145,5,
10927,Report 10927: Bow hunter observes animal lying down in the Creve Coeur bottoms.,Infected,2005,Oct-15,38.69428,-90.52987,5,
23686,Report 23686: Two young men almost run into a large nighttime visitor north of Stockton Lake,Infected,2005,Nov-18,37.87153,-93.82087,5,
24879,Report 24879: Daylight sighting of a white-haired Bigfoot in a yard outside Lonedell,Infected,2005,Aug-25,37.79465,-90.79886,5,
4767,Report 4767: Brothers have nighttime sighting near Leaf River Wildlife Management Area,Infected,2005,Jan-13,30.97675,-89.0338,5,
8732,Report 8732: Motorist has late night sighting of a light colored creature on rural highway,Infected,2005,Jan-30,33.56555,-90.8022,5,
21839,Report 21839: Trucker couple report daytime road-crossing sighting near Sula,Infected,2005,Sep-20,45.82285,-114.0125,5,
13492,Report 13492: Family describes incidents in Pisgah Nat. Forest ;  NC-06 Exped notes,Infected,2005,07-May,35.892,-82.829,5,
24334,Report 24334: While training a U.S. Marine witnesses a large creature near Camp LeJuene,Infected,2005,02-Oct,34.40434,-77.23759,5,
12562,Report 12562: Multiple witness sighting near White Shield,Infected,2005,Aug-27,47.71188,-101.8886,5,
7809,Report 7809: Teen has nighttime sighting near Fontenelle Forest,Infected,2005,01-Jun,41.134,-95.88,5,
12482,Report 12482: Various sightings by residents near the Missouri River,Infected,2005,Aug-13,41.238,-95.92,5,
2271,Report 2271: Night time sighting by New Brunswick resident near Lawrence Brook,Infected,2005,12-Nov,40.478,-74.4611,5,
10918,Report 10918: Hunter has early morning encounter 8 miles north of Riverdale,Infected,2005,12-Oct,41.08335,-74.321,5,
11168,Report 11168: Late night sighting by motorists in Crosswicks,Infected,2005,12-Oct,40.16465,-74.68135,5,
12065,"Report 12065: Group observes animal in daylight, one mile from Federal Hill near Riverdale",Infected,2005,12-Oct,40.9934,-74.3249,5,
10349,Report 10349: Motorist has nighttime sighting below Raton Pass,Infected,2005,Jan-23,36.9934,-104.4801,5,
11109,Report 11109: Close range night time sighting by water hauler near Gobernador (on BLM land).,Infected,2005,01-Oct,36.72065,-107.3956,5,
12994,Report 12994: Man observes creature walking across road.,Infected,2005,11-Mar,35.58565,-107.9978,5,
10766,Report 10766: Motorist has a nighttime sighting just outside of Chardon.,Infected,2005,Feb-24,41.57231,-81.22075,5,
10863,Report 10863: Two young men have a sighting while tending a campfire near Cardington.,Infected,2005,Jan-13,40.50945,-82.87663,5,
11771,Report 11771: A young man hears vocals and has a sighting north of Malvern,Infected,2005,May-30,40.71737,-81.18352,5,
25715,Report 25715: Man recalls early evening sighting near Brandywine Ski Resort,Infected,2005,Sep-14,41.2584,-81.56255,5,
26369,Report 26369: Late night sighting by motorists north of Germantown,Infected,2005,Feb-15,39.63662,-84.36874,5,
10234,Report 10234: Large white creature seen in tree,Infected,2005,01-Oct,34.62944,-98.62833,5,
10595,Report 10595: Family has early morning encounter at small bridge,Infected,2005,02-Oct,34.81417,-95.65417,5,
12204,Report 12204: Motorist has midnight road cross encounter.,Infected,2005,07-Jul,35.68583,-97.00389,5,
11886,Report 11886: Tracks found south of the Warm Springs Reservation        (REPORT UPDATED),Infected,2005,07-Sep,44.56625,-121.6384,5,
12019,Report 12019: Witness sees biped leaving her yard,Infected,2005,Jun-15,42.354,-123.4034,5,
12034,Report 12034: Truck driver has late afternoon encounter while dumping stone,Infected,2005,07-Jan,41.4065,-76.804,5,
12205,Report 12205: Late night sighting by motorists near GA/SC border,Infected,2005,Nov-25,32.98597,-81.61264,5,
13170,Report 13170: Daylight sighting by motorists on Hwy 24 near Seneca,Infected,2005,12-May,34.65375,-83.11639,5,
8060,Report 8060: Brief predawn encounter with a smaller creature near the Obion River,Infected,2005,01-Oct,36.09583,-89.48666,5,
31005,Report 31005: Early morning walker witnesses a sasquatch pouncing on a snake east of Crossville,Infected,2005,06-Jan,35.97231,-84.88466,5,
7653,Report 7653: Two brothers have early morning encounter,Infected,2005,02-Jan,31.06278,-102.3881,5,
10157,"Report 10157: On Sabine River, young fisherman has late night encounter.",Infected,2005,Jan-18,32.01083,-94.14306,5,
10272,Report 10272: Squirrel hunter has pre-dusk close encounter near Linney Creek,Infected,2005,Jan-17,30.01667,-94.85,5,
10273,Report 10273: Teen has visual encounter through window.,Infected,2005,Jan-17,28.97944,-96.01666,5,
10407,Report 10407: Journalist and investigator have early morning sighting in Sam Houston National Forest,Infected,2005,Jan-28,30.6,-95.63,5,
10438,Report 10438: Squirrel hunter has encounters not far from Trinity River.,Infected,2005,02-Feb,30.40833,-95.00833,5,
11260,Report 11260: Early morning road cross encounter south of Stephenville.,Infected,2005,Mar-19,32.04417,-98.09234,5,
11325,Report 11325: Teen has sighting through bedroom window.,Infected,2005,Apr-18,30.71139,-94.70139,5,
11389,Report 11389: Young man tells of childhood experiences.,Infected,2005,Apr-21,33.09625,-94.32139,5,
11543,"Report 11543: While riding horse, man has mid-day sighting.",Infected,2005,05-Feb,30.3343,-95.28653,5,
11687,"Report 11687: While checking deer feeders, hunter has encounter on Neches River.",Infected,2005,Jun-15,31.0232,-94.47903,5,
23264,Report 23264: Husband and wife looking at fall colors have daytime sighting in Spanish Fork Canyon area,Infected,2005,Sep-14,40.0445,-111.5447,5,
29013,Report 29013: Driver sees a Bigfoot cross the road while snowplowing Logan Canyon,Infected,2005,01-May,41.96181,-111.5333,5,
13285,"Report 13285: Evening sighting by motorists on Tyson Road, off Route 100, outside Ludlow",Infected,2005,10-Aug,43.4654,-72.7051,5,
10354,Report 10354: Boy scout observes large brown animal on two legs run by him,Infected,2005,Feb-15,47.62769,-117.3606,5,
10397,Report 10397: A bipedal subject seen standing in Hannan Lake,Infected,2005,Apr-20,47.485,-121.5287,5,
12689,Report 12689: Nighttime sighting by motorist near Jarrel Cove State Park,Infected,2005,Sep-26,47.28069,-122.8833,5,
12838,Report 12838: Night time sighting along B Street outside Aberdeen,Infected,2005,12-Jan,46.98621,-123.8161,5,
13115,Report 13115: Daylight sighting by a backpacker on Silver Star Mountain (See Photos),Infected,2005,Nov-17,45.74715,-122.2339,5,
14305,Report 14305: Late night sighting near Duvall,Infected,2005,Jun-23,47.7393,-121.9749,5,
10446,Report 10446: Motorist has nighttime sighting of upright animal near Hatfield,Infected,2005,02-May,44.3801,-90.7221,5,
10945,Report 10945: Passenger has late night sighting along interstate,Infected,2005,Mar-13,39.01972,-81.85806,5,
13237,Report 13237: Daylight sighting near an abandonned mining chamber near Amigo,Infected,2005,12-Mar,37.58135,-81.29745,5,
14280,Report 14280: Night sighting outside rural home near Bruceton Mills,Infected,2005,10-May,39.6995,-79.5375,5,
47460,Report 47460: Woman and daughter recall their close daytime encounter at their home east of Elkins,Infected,2005,Jan-13,38.8609,-79.55928,5,
14714,Report 14714: Early morning sighting by newspaper deliverer near Mountain View,Infected,2005,Nov-15,41.2,-110.5,5,
10501,Report 10501: Hikers find footprints near Pell City.,Not Infected,2005,02-May,33.6332,-86.2952,5,
11786,Report 11786: Vocalizations and wood knocks heard by fishermen near pond.,Not Infected,2005,05-Jan,35.07,-91.97,5,
12824,Report 12824: Two sets of tracks found near Lake DeGray.,Not Infected,2005,Oct-16,34.31611,-93.17056,5,
13286,Report 13286: Possible vocalizations near Salado.,Not Infected,2005,Dec-15,35.69958,-91.51528,5,
11807,Report 11807: Twilight vocalizations heard near Lake Mary.,Not Infected,2005,May-30,35.1394,-111.6259,5,
12266,Report 12266: Camping family glimpses a grey animal twice in three days,Not Infected,2005,07-Jun,34.7706,-111.8907,5,
12795,Report 12795: Vocalizations heard at Woods Canyon Lake,Not Infected,2005,Sep-16,34.33335,-110.9583,5,
16397,Report 16397: Rock throwing incident at Woods Canyon Lake.,Not Infected,2005,Sep-15,34.35,-110.98,5,
11837,Report 11837: Man sees and photographs large print on shore of Lake Tahoe,Not Infected,2005,05-May,38.96,-120.0969,5,
12165,Report 12165: Camper hears nightime vocalizations near Florence Lake.,Not Infected,2005,Jul-24,37.2804,-118.9614,5,
12518,Report 12518: Fisherman has an evening encounter with two upright figures near Stumpy Meadows Lake,Not Infected,2005,Aug-23,38.9037,-120.6049,5,
12818,Report 12818: Hiker leaves main trail and finds two sets of footprints,Not Infected,2005,Oct-15,38.6167,-119.9501,5,
13236,Report 13236: Boar hunters find fresh footprints north of Lake Cachuma.,Not Infected,2005,Sep-30,34.60665,-120.0023,5,
13362,Report 13362: Possible vocalizations near Bluff Creek,Not Infected,2005,07-Feb,41.25,-123.6667,5,
15039,Report 15039: Possible vocalizations heard by resident near Lassen National Forest,Not Infected,2005,07-Dec,40.43298,-120.7413,5,
15782,Report 15782: Possible intimidation/interaction heard by couple on two occasions in route to Fort Bragg,Not Infected,2005,Sep-16,39.06583,-123.4439,5,
10883,Report 10883: Footprint found on the Siksika Nation Reserve near Cluny.,Not Infected,2005,Feb-13,50.7,-112.76,5,
12855,Report 12855: Various incidents on British Columbia Expedition,Not Infected,2005,Aug-26,49.53,-123.84,5,
13390,Report 13390: Possible footprints found in BC interior,Not Infected,2005,09-Jan,50.99847,-121.6101,5,
13800,Report 13800: Possible vocals heard outside Duncan,Not Infected,2005,Oct-15,48.87097,-123.9035,5,
18913,Report 18913: Possible tracks found near Vernon,Not Infected,2005,Jan-15,50.35025,-119.2018,5,
12958,Report 12958: Possible vocalizations heard at Lake Huron near the town of Bruce Mines,Not Infected,2005,11-Jan,46.29871,-83.70184,5,
23490,Report 23490: Boaters have rocks possibly thrown at them north of Thunder Bay,Not Infected,2005,08-Jan,48.6055,-90.44405,5,
12733,Report 12733: Possible sighting by duck hunter near Wakaw,Not Infected,2005,Sep-15,52.94971,-106.0525,5,
12802,"Report 12802: Nighttime sighting by golf course worker at Arrowhead Golfcourse, aside Roxborough State Park, Rampart Range.",Not Infected,2005,10-Jul,39.4455,-105.0787,5,
12904,Report 12904: Notes from the Colorado BFRO Expedition,Not Infected,2005,09-Sep,39.29325,-106.1215,5,
13699,Report 13699: Possible knocks heard near the Flat Tops Wilderness area of White River National Forest,Not Infected,2005,Oct-17,40.00385,-107.4381,5,
19804,Report 19804: Hunter reports unusual roars In South San Juan Mountains,Not Infected,2005,Sep-20,37.3199,-106.3325,5,
23305,Report 23305: Hunter hears loud vocalization and is nearly trampled by a spooked Elk north of Burns,Not Infected,2005,11-Jul,39.879,-106.6735,5,
12068,Report 12068: Possible intimidation behavior experienced while shining for alligators in Ormond Beach,Not Infected,2005,May-24,29.29063,-81.08198,5,
12351,Report 12351: Possible vocalizations heard by residents outside Elkton,Not Infected,2005,Aug-19,29.7788,-81.45421,5,
12903,Report 12903: Stalking in swamp during Florida BFRO expedition,Not Infected,2005,02-Nov,29.04865,-81.4692,5,
18737,Report 18737: Campers report possible vocalization and footprint in Big Cypress National Preserve,Not Infected,2005,04-Sep,25.953,-81.356,5,
22074,Report 22074: Possible early morning encounter by hunters in the Green Swamp,Not Infected,2005,09-Jan,28.54028,-82.11083,5,
23399,Report 23399: Possible night-time visit at campsite near Esto,Not Infected,2005,Mar-13,30.79,-85.685,5,
27587,Report 27587: Couple hears an unusual scream while camping overnight on the Peace River,Not Infected,2005,Oct-20,27.07842,-81.99105,5,
8880,Report 8880: Possible vocalization and camp stalking in Raven Cliffs Wilderness Area,Not Infected,2005,Jun-15,34.7064,-83.8329,5,
13178,Report 13178: Vacationer hears possible vocalizations late at night southeast of Helen,Not Infected,2005,Nov-25,34.66255,-83.76585,5,
19129,Report 19129: Camper reports possible knocks in daylight near Conasauga River,Not Infected,2005,Apr-21,34.8983,-84.6216,5,
22813,Report 22813: Cyclist hears loud wood knocks in Chattahoochee National Forrest,Not Infected,2005,Aug-15,34.4826,-85.10299,5,
23701,Report 23701: Vocalization heard at close range on Appalachian Trail (Gooch Mountain Shelter),Not Infected,2005,07-Mar,34.6527,-84.0354,5,
15206,Report 15206: Possible tracks found on Buckles Mountain,Not Infected,2005,10-Jun,47.85001,-116.6079,5,
12836,Report 12836: Family hears vocalizations and finds footprints in their backyard east of Pekin,Not Infected,2005,10-Jun,40.61,-89.585,5,
13070,Report 13070: Youth has pre-dawn encounter on the way to deer stand near Mitchellville,Not Infected,2005,Nov-18,37.63,-88.55,5,
15844,"Report 15844: Possible sounds heard, etc., in Kickapoo State Park",Not Infected,2005,10-Jan,40.1527,-87.7424,5,
7239,Report 7239: Footprint found in the snow near Francesville.,Not Infected,2005,Jan-26,40.9847,-86.911,5,
7558,Report 7558: Military police find tracks at Ft.Leavenworth,Not Infected,2005,01-Aug,39.3716,-94.9,5,
10797,Report 10797: Hikers find footprint in Perry State Park.,Not Infected,2005,Feb-26,39.1441,-95.488,5,
11493,Report 11493: Hiker hears vocalizations and finds footprint near Topeka.,Not Infected,2005,Apr-26,39.06381,-95.74633,5,
6632,Report 6632: Vacationer hears vocalizations at Diamond Resort.,Not Infected,2005,02-Apr,37.1496,-86.0163,5,
12601,"Report 12601: Bow hunter hears vocalizations, smells foul odor",Not Infected,2005,Sep-14,38.81639,-76.54514,5,
475,Report 475: Rock hunters watch tall upright figure along Lake Superior near Newberry,Not Infected,2005,Jul-15,46.71195,-85.38834,5,
43145,Report 43145: Possible sighting by a motorist avoiding deer west of Escanaba,Not Infected,2005,Oct-22,45.78247,-87.326,5,
10620,Report 10620: Footprints found in the snow in Red Lake.,Not Infected,2005,02-Jun,47.8764,-95.0168,5,
11453,Report 11453: Vocalizations and wood knocking in Mark Twain National Forest.,Not Infected,2005,Apr-15,37.63169,-91.41383,5,
10357,Report 10357: Two men report powerful vocalizations behind neighborhood,Not Infected,2005,Jan-23,46.75889,-114.08,5,
12333,Report 12333: Possible vocalization in the Blue Ridge Mountains,Not Infected,2005,07-Feb,35.211,-83.007,5,
12640,Report 12640: Possible vocalization in Great Smoky Mountain National Park,Not Infected,2005,12-Feb,35.89305,-83.26097,5,
10249,"Report 10249: Night time sighting in Wharton State Forest, within five miles of Batsto",Not Infected,2005,Dec-23,39.652,-74.6298,5,
12825,Report 12825: Possible vocalizations heard in undeveloped section of Ocean County,Not Infected,2005,Nov-13,39.7384,-74.2975,5,
13276,Report 13276: Motorist has nightime sighting near Harmony,Not Infected,2005,Dec-21,40.76345,-75.11044,5,
11976,Report 11976: Vocalizations heard near Dulce,Not Infected,2005,Jun-21,36.91475,-106.9958,5,
11992,Report 11992: Late night vocalizations heard near Dulce,Not Infected,2005,Jun-26,36.7657,-106.9547,5,
12271,"Report 12271: Possible visitation at a camp, 10 miles northeast of Whiskey Lake.",Not Infected,2005,08-Jun,36.14505,-108.8548,5,
12418,Report 12418: Various sounds heard during the BFRO's Jemez Mts. expedition.,Not Infected,2005,08-Nov,36.095,-106.9571,5,
12915,Report 12915: Zoologist hears wood knocking.,Not Infected,2005,10-Nov,36.39135,-109.0612,5,
20780,Report 20780: Hikers spot a dark figure walking on a snowy mountainside near Winnemucca,Not Infected,2005,Feb-15,40.52737,-118.1806,5,
8905,Report 8905: Three men have a late night encounter with a bi-pedal figure,Not Infected,2005,Jul-27,43.2696,-77.664,5,
11956,"Report 11956: Unusual events at remote family cabin near Keene Valley, NY",Not Infected,2005,Dec-28,44.1856,-73.8094,5,
14035,Report 14035: Possible night time sighitng  by motorist on Chazy Lake Road outside Saranac,Not Infected,2005,Feb-15,44.66399,-73.73606,5,
14373,Report 14373: Possible daylight stalking and knocking heard by hunter near Deposit,Not Infected,2005,10-Jan,42.0837,-75.38025,5,
12157,Report 12157: Motorist sees hairy biped crossing road by Cuyahoga Valley National Park,Not Infected,2005,07-Dec,41.35208,-81.57021,5,
15088,Report 15088: Possible approach at night near Chesterland,Not Infected,2005,Aug-14,41.50086,-81.28275,5,
15876,Report 15876: Possible stalking near Salt Fork Lake spillway (drains into Wills Creek),Not Infected,2005,08-Dec,40.1138,-81.5518,5,
24356,Report 24356: Two fishermen hear possible vocalizations then find footprints west of Warren,Not Infected,2005,03-Jan,39.74678,-89.34647,5,
10422,Report 10422: Local family reports huge tracks near Big Cedar.,Not Infected,2005,Feb-14,34.64583,-94.575,5,
10928,"Report 10928: Hikers hear growl, wood  knocking, have rock thrown at them.",Not Infected,2005,Mar-13,44.6693,-123.2433,5,
12156,"Report 12156: Bicyclist hears vocalization, wood knocks and sees tree shaking",Not Infected,2005,Jun-21,44.699,-122.1874,5,
14891,Report 14891: Hiker reports possible vocalizations near Oregon Caves.,Not Infected,2005,Apr-15,42.0833,-123.3333,5,
15747,Report 15747: Native family along the Umatilla River reports possible encounters,Not Infected,2005,Jul-15,45.6764,-118.5658,5,
10623,Report 10623: Hog hunter hears possible vocalizations in the late afternoon near Erhardt,Not Infected,2005,02-Nov,32.9032,-80.65645,5,
10740,Report 10740: Couple finds tracks in backyard pond,Not Infected,2005,02-Sep,35.80762,-88.30945,5,
12815,Report 12815: Brief night time sighting near Blaine,Not Infected,2005,Apr-13,36.19408,-83.73153,5,
10277,"Report 10277: Loud, unseen animal torments deer hunter two days in a row",Not Infected,2005,Jan-17,30.525,-96.59167,5,
11439,Report 11439: Mother and sons hear whoops in woods behind house.,Not Infected,2005,Apr-25,30.43444,-93.89,5,
11451,"Report 11451: While biking to work, man hears loud animal in woods.",Not Infected,2005,Apr-26,30.71139,-94.58,5,
11635,Report 11635: Single car accident in Big Thicket National Preserve.,Not Infected,2005,05-Aug,30.66986,-94.66653,5,
11927,Report 11927: Two witnesses hear a possible vocalization in woods near creek Bay City.,Not Infected,2005,02-Jan,29,-95.5,5,
11987,"Report 11987: Vocalizations, wood knocks and strange chatter heard in the Sam Houston National Forest.",Not Infected,2005,Jun-27,30.46,-95.13,5,
12314,"Report 12314: Evening worker hears vocalizations, smells strong odor in Big Thicket",Not Infected,2005,Aug-14,30.33778,-93.97194,5,
12858,Report 12858: Possible vocalization heard near Woodlands Parkway,Not Infected,2005,Oct-18,30.14378,-95.47556,5,
12289,Report 12289: Possible early morning vocalizations in the Uinta mountains.,Not Infected,2005,08-Feb,40.65,-110,5,
14732,Report 14732: Possible vocalizations heard near Huntington Reservoir,Not Infected,2005,Aug-15,39.48,-111.23,5,
40534,Report 40534: Strange encounter experienced by LEO's camped near Goldbond,Not Infected,2005,May-28,37.41095,-80.6275,5,
13345,"Report 13345: Possible stalking at Hildene Mansion grounds, near Manchester",Not Infected,2005,Aug-25,43.1635,-73.0723,5,
5186,Report 5186: Campers hear loud vocalizations at Fish lake.,Not Infected,2005,Jan-20,47.8323,-120.718,5,
6058,Report 6058: Sol Duc River fisherman experiences large animal crashing through heavy brush,Not Infected,2005,04-May,47.9477,-124.5301,5,
7593,Report 7593: Stevenson Ridge vocalization startles father and son,Not Infected,2005,02-May,45.723,-121.8864,5,
11137,Report 11137: Young Girl Experiences Rock and Stick Throwing,Not Infected,2005,Mar-31,46.8434,-123.2383,5,
11186,Report 11186: Possible sighting near Sullivan Lake,Not Infected,2005,Apr-18,48.79056,-117.2833,5,
11313,Report 11313: Turkey hunters surprised by loud vocalizations near Wenatchee,Not Infected,2005,Apr-17,47.2637,-120.2238,5,
11702,Report 11702: Campers hear scream and witness rock throwing at Twin Sister Lakes,Not Infected,2005,07-Aug,46.74778,-121.3603,5,
12098,Report 12098: Hoh Rain Forest print photographed,Not Infected,2005,Sep-15,47.86028,-123.9364,5,
12510,Report 12510: Vocalizations near Scenic interrupt a camper’s quiet evening,Not Infected,2005,09-Dec,47.71167,-121.1544,5,
12523,"Report 12523: Campers hear possible vocalizations in Gifford Pinchot NF, near Tarbell Trail",Not Infected,2005,09-May,45.4549,-122.1761,5,
12594,Report 12594: Possible beach sighting at night by a tourist near Point Brown,Not Infected,2005,Oct-29,46.92694,-124.1736,5,
12655,Report 12655: Possible tracks and vocalizations outside Ashford,Not Infected,2005,11-Feb,46.75861,-122.0297,5,
12876,Report 12876: Deer hunters hear wood knocks near Aberdeen,Not Infected,2005,Oct-15,46.93755,-123.8358,5,
12929,Report 12929: Daylight encounter with firefighter near Skykomish,Not Infected,2005,11-Mar,47.79222,-121.1958,5,
12997,Report 12997: Possible vocalizations at Kulshan Campground on Baker Lake,Not Infected,2005,12-Mar,48.66175,-121.3685,5,
13063,Report 13063: Train engineer reports track find and vocalizations on Stevens Pass,Not Infected,2005,12-Mar,47.74435,-120.7426,5,
13183,Report 13183: Campers hear possible vocalizations at night near Kalama Horse Camp,Not Infected,2005,Aug-19,46.13795,-122.3291,5,
13487,Report 13487: Possible stalking of deer hunters near Falls Creek,Not Infected,2005,Oct-17,48.45809,-120.1611,5,
13503,Report 13503: Possible moonlight sighting by prospector outside Metaline Falls City,Not Infected,2005,Jul-27,48.86479,-117.3672,5,
17847,Report 17847: Possible late night vocalizations heard outside Redmond,Not Infected,2005,10-Dec,47.6597,-122.105,5,
23062,"Report 23062: Angler finds tracks, hears knocks and senses ominous presence east of North Bend",Not Infected,2005,Jul-16,47.55477,-121.5354,5,
23170,"Report 23170: Possible ""Ohio"" Howls heard near Granite Falls",Not Infected,2005,03-Jan,48.11509,-121.9677,5,
26035,Report 26035: Possible vocalizations heard and large footprints found near Malo,Not Infected,2005,03-Jan,48.7844,-118.5545,5,
9980,Report 9980: Family hears vocalizations and finds footprints near Park Falls,Not Infected,2005,01-Jun,45.94,-90.46,5,
11432,"Report 11432: Possible sighting during BFRO's West Virginia expedition, Spring 2005.",Not Infected,2005,Apr-13,38.10833,-80.17528,5,
12862,Report 12862: Possible vocalizations and rock clacking near Knob Fork,Not Infected,2005,10-Sep,39.6723,-80.5621,5,
13083,Report 13083: Participant observations during BFRO WV Expedition,Not Infected,2005,04-Sep,38.10785,-80.19044,5,
13141,Report 13141: Possible vocalizations heard by camper near Tygart Valley River,Not Infected,2005,May-30,39.05,-79.98335,5,
13312,Report 13312: Bicyclist reports possible rock throwing incident outside Sistersville,Not Infected,2005,12-Dec,39.51,-80.985,5,
14082,Report 14082: Daylight road crossing sighting near Orrville,Infected,2006,09-Oct,32.30673,-87.24547,5,
15102,Report 15102: Daylight sighting by hunter near the Alabama / Mississippi border,Infected,2006,07-Jun,31.00002,-86.99782,5,
16580,Report 16580: Afternoon road-crossing sighting by motorist on RT 61 near Concho,Infected,2006,Oct-26,34.325,-109.64,5,
19339,Report 19339: Late afternoon road crossing near Cibecue (Fort Apache Reservation),Infected,2006,Oct-15,33.99989,-110.4298,5,
23358,Report 23358: Late night road side sighting near Tonto Creek,Infected,2006,Nov-17,34.28939,-111.1367,5,
15855,Report 15855: Daylight sighting by motorist near Laurel Canyon in the Mammoth Lakes area,Infected,2006,Jun-17,37.58325,-118.9166,5,
16342,Report 16342: Possible sighting by motorist beside Highway 101 between Orick and Trinidad,Infected,2006,Oct-21,41.21385,-124.0687,5,
13464,Report 13464: BC family sees a possible family group of sasquatch,Infected,2006,01-Feb,49.09555,-119.8664,5,
14329,Report 14329: Old newspaper article (Fresno Bee) Univ. Calif. students plan expedition to BC,Infected,2006,03-Feb,49.24,-121.94,5,
15274,Report 15274: Early morning sighting on Vancouver Island near Cowichan Lake,Infected,2006,Jun-20,48.83319,-124.2872,5,
17331,Report 17331: Possible sighting at a farm outside Victoria (Vancouver Island),Infected,2006,Nov-15,48.56704,-123.6171,5,
17221,Report 17221: Motorists Observe Creature Along Trans-Canada Highway,Infected,2006,06-Jun,45.98335,-64.4627,5,
23171,Report 23171: Forest Growth and Yield Tech has strange encounter while working in forest,Infected,2006,09-Jan,48.51035,-79.81129,5,
15278,Report 15278: Mid-morning sighting by soldier hunting west of Fort Carson,Infected,2006,May-15,38.5859,-104.9426,5,
14021,Report 14021: Daylight sighting by two ATV riders near Lake Placid,Infected,2006,03-Apr,27.37341,-81.35876,5,
15170,Report 15170: Daytime sighting near Everglades National Park,Infected,2006,03-Jan,25.141,-80.926,5,
15361,Report 15361: Nighttime sighting by motorist near Land O'Lakes,Infected,2006,Jul-27,28.252,-82.44749,5,
16473,Report 16473: Possible highway sighting near Osceola National Forest,Infected,2006,11-Jan,30.3125,-82.879,5,
16727,Report 16727: Nighttime sighting by teen at Lake Asbury off HWY 739 outside Middleburg,Infected,2006,Nov-17,30.05287,-81.82794,5,
23120,Report 23120: Father and daughter have daytime sighting in the Ocala National Forest,Infected,2006,Jul-15,29.3143,-81.7268,5,
35270,Report 35270: City planner sees large upright animal while touring property near Punta Gorda,Infected,2006,Mar-15,26.85451,-81.71583,5,
15457,Report 15457: Daylight sighting by hunter along powerline route near Newnan,Infected,2006,Aug-29,33.48295,-84.7681,5,
18016,Report 18016: Nighttime sighting by motorists outside Hiram,Infected,2006,Jun-16,33.80785,-84.78979,5,
19421,Report 19421: Nighttime sighting by truck driver near Red Top Mountain,Infected,2006,09-Jan,34.1318,-84.73846,5,
25084,Report 25084: Deer hunter observes tall bi-pedal creature running on the other side of a dry riverbed outside Wellman,Infected,2006,Nov-15,41.47445,-91.74585,5,
16527,Report 16527: Multiple witness incident at night near Idaho Falls,Infected,2006,11-Apr,43.41005,-111.7899,5,
14872,Report 14872: Nightime sighting and possible footprints found by homeowner near Edwardsville,Infected,2006,06-Aug,38.4763,-89.54485,5,
23104,Report 23104: Motorist and son observe road crossing near Spitler Woods State Park,Infected,2006,10-May,39.781,-88.867,5,
